model,prompt,evidence,reference,prediction,count
sonnet46,decomposed,expanded,prohibited,minimal,0
sonnet46,decomposed,expanded,prohibited,transparency,0
sonnet46,decomposed,expanded,prohibited,high,0
sonnet46,decomposed,expanded,prohibited,prohibited,1
sonnet46,decomposed,expanded,prohibited,not_ai_system,0
sonnet46,decomposed,expanded,prohibited,insufficient_information,0
sonnet46,decomposed,expanded,prohibited,__missing__,0
sonnet46,decomposed,expanded,not_ai_system,minimal,0
sonnet46,decomposed,expanded,not_ai_system,transparency,0
sonnet46,decomposed,expanded,not_ai_system,high,0
sonnet46,decomposed,expanded,not_ai_system,prohibited,0
sonnet46,decomposed,expanded,not_ai_system,not_ai_system,1
sonnet46,decomposed,expanded,not_ai_system,insufficient_information,0
sonnet46,decomposed,expanded,not_ai_system,__missing__,0
sonnet46,decomposed,expanded,insufficient_information,minimal,0
sonnet46,decomposed,expanded,insufficient_information,transparency,0
sonnet46,decomposed,expanded,insufficient_information,high,0
sonnet46,decomposed,expanded,insufficient_information,prohibited,0
sonnet46,decomposed,expanded,insufficient_information,not_ai_system,0
sonnet46,decomposed,expanded,insufficient_information,insufficient_information,0
sonnet46,decomposed,expanded,insufficient_information,__missing__,0
sonnet5,decomposed,expanded,minimal,minimal,2
sonnet5,decomposed,expanded,minimal,transparency,0
sonnet5,decomposed,expanded,minimal,high,0
sonnet5,decomposed,expanded,minimal,prohibited,0
sonnet5,decomposed,expanded,minimal,not_ai_system,0
sonnet5,decomposed,expanded,minimal,insufficient_information,0
sonnet5,decomposed,expanded,minimal,__missing__,0
sonnet5,decomposed,expanded,transparency,minimal,0
sonnet5,decomposed,expanded,transparency,transparency,1
sonnet5,decomposed,expanded,transparency,high,0
sonnet5,decomposed,expanded,transparency,prohibited,0
sonnet5,decomposed,expanded,transparency,not_ai_system,0
sonnet5,decomposed,expanded,transparency,insufficient_information,0
sonnet5,decomposed,expanded,transparency,__missing__,0
sonnet5,decomposed,expanded,high,minimal,1
sonnet5,decomposed,expanded,high,transparency,0
sonnet5,decomposed,expanded,high,high,4
sonnet5,decomposed,expanded,high,prohibited,1
sonnet5,decomposed,expanded,high,not_ai_system,1
sonnet5,decomposed,expanded,high,insufficient_information,0
sonnet5,decomposed,expanded,high,__missing__,2
sonnet5,decomposed,expanded,prohibited,minimal,0
sonnet5,decomposed,expanded,prohibited,transparency,0
sonnet5,decomposed,expanded,prohibited,high,0
sonnet5,decomposed,expanded,prohibited,prohibited,1
sonnet5,decomposed,expanded,prohibited,not_ai_system,0
sonnet5,decomposed,expanded,prohibited,insufficient_information,0
sonnet5,decomposed,expanded,prohibited,__missing__,0
sonnet5,decomposed,expanded,not_ai_system,minimal,0
sonnet5,decomposed,expanded,not_ai_system,transparency,0
sonnet5,decomposed,expanded,not_ai_system,high,0
sonnet5,decomposed,expanded,not_ai_system,prohibited,0
sonnet5,decomposed,expanded,not_ai_system,not_ai_system,1
sonnet5,decomposed,expanded,not_ai_system,insufficient_information,0
sonnet5,decomposed,expanded,not_ai_system,__missing__,0
sonnet5,decomposed,expanded,insufficient_information,minimal,0
sonnet5,decomposed,expanded,insufficient_information,transparency,0
sonnet5,decomposed,expanded,insufficient_information,high,0
sonnet5,decomposed,expanded,insufficient_information,prohibited,0
sonnet5,decomposed,expanded,insufficient_information,not_ai_system,0
sonnet5,decomposed,expanded,insufficient_information,insufficient_information,0
sonnet5,decomposed,expanded,insufficient_information,__missing__,0
