sample_id,split,condition,model,run,risk_tier,steps,rationale,pilot
S078,heldout,decomposed,gemini37f,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The incident involves AI systems that generate synthetic audio and video (deepfakes), which fall under the transparency obligations of Article 50 without meeting the criteria for prohibited or high-risk classification.",False
S079,dev,decomposed,gemini37f,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The generative AI systems were used to produce synthetic audio and media, triggering transparency obligations under Article 50 without falling under prohibited practices or Annex III high-risk use cases.",False
S080,heldout,decomposed,gemini37f,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The AI systems were used to generate synthetic radio presenters and audio content, which falls outside Annex III high-risk domains but is subject to transparency obligations under Article 50 for generating synthetic content.",False
S081,dev,decomposed,gemini37f,1,high,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""law_enforcement"", ""derogation"": ""does_not_apply"", ""profiling"": ""yes"", ""art50"": ""no""}","The AI system is deployed by law enforcement to detect traffic violations and assess evidence for issuing fines, which falls under Annex III and performs profiling of driver behaviour without qualifying for a procedural derogation.",False
S082,heldout,decomposed,gemini37f,1,high,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""essential_services"", ""derogation"": ""does_not_apply"", ""profiling"": ""yes"", ""art50"": ""no""}","The AI system is used by a public utility to determine eligibility for public assistance benefits and discounts, falling under Annex III(5)(a) as a high-risk system.",False
S083,dev,decomposed,gemini37f,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The incident involves the malicious use of deepfake generation tools to create synthetic media, which fall outside Annex III high-risk use cases but are subject to transparency obligations under Article 50.",False
S084,dev,decomposed,gemini37f,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system generates synthetic audio and video deepfakes used for deceptive advertising, which falls outside Annex III high-risk use cases but triggers the transparency obligations under Article 50 for deepfakes.",False
S085,heldout,decomposed,gemini37f,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The AI system is used to generate synthetic video (deepfakes), which falls outside Annex III high-risk use cases but is subject to transparency obligations under Article 50.",False
S086,heldout,decomposed,gemini37f,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The generative AI used to produce synthetic text and impersonate town officials falls outside prohibited practices and Annex III high-risk domains, but triggers transparency obligations under Article 50 for generating synthetic content.",False
S087,heldout,decomposed,gemini37f,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system generates synthetic audio and video (deepfakes), placing it under the transparency obligations of Article 50.",False
S088,heldout,decomposed,gemini37f,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The generative AI models used to create deepfake images fall outside Annex III high-risk areas, but generate synthetic content subject to Article 50 transparency requirements.",False
S089,dev,decomposed,gemini37f,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system generates synthetic audio used to alter video content, which is not an Annex III high-risk use case when using general-purpose generation tools, but falls under Article 50 transparency obligations for synthetic content and deep fakes.",False
S090,heldout,decomposed,gemini37f,1,high,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""yes"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""no""}",Tesla's Full Self-Driving system serves as a safety component in motor vehicles subject to EU harmonisation legislation requiring third-party type-approval conformity assessment under Annex I.,False
S091,heldout,decomposed,gemini37f,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}",The synthetic audio and deepfake generation tools used in these scams fall outside Annex III high-risk use cases but are subject to Article 50 transparency obligations for generating synthetic audio or visual content.,False
S092,heldout,decomposed,gemini37f,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The AI chatbots are general-purpose conversational systems that generate synthetic text and interact with natural persons, triggering transparency obligations under Article 50 without falling into any prohibited or high-risk categories.",False
S093,dev,decomposed,gemini37f,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system generates synthetic video and audio avatars for social media, which does not fall under Annex I or Annex III but is subject to transparency obligations under Article 50 for generated synthetic content.",False
S094,heldout,decomposed,gemini37f,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The AI system is used for automated news and text generation, which falls outside the high-risk categories of Annex III but is subject to the transparency obligations under Article 50 for synthetic content generation.",False
S095,heldout,decomposed,gemini37f,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The generative AI tools used to create synthetic documents and deepfakes fall outside Annex III high-risk use cases and prohibitions, but are subject to transparency obligations under Article 50 for synthetic content generation.",False
S096,heldout,decomposed,gemini37f,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system involves general-purpose AI used to generate deepfake audio and video content, which is not an Annex III high-risk use case but falls under Article 50 transparency obligations for synthetic media.",False
S097,heldout,decomposed,gemini37f,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system is an AI customer support chatbot intended to interact directly with users, which does not fall under Annex III high-risk areas but is subject to Article 50 transparency requirements.",False
S098,heldout,decomposed,gemini37f,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system is a synthetic video and audio generation tool used to create deepfake content, which falls outside Annex III high-risk use cases but is subject to Article 50 transparency requirements for synthetic media.",False
S099,heldout,decomposed,gemini37f,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","Claude is a generative AI model used by legal counsel rather than a judicial authority, falling outside Annex III high-risk use cases and subject to Article 50 transparency requirements for synthetic text generation.",False
S100,dev,decomposed,gemini37f,1,minimal,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""no""}","AI systems used for property and casualty insurance risk assessment fall outside Annex III, which strictly limits high-risk insurance AI to life and health insurance.",False
S101,heldout,decomposed,gemini37f,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system is an AI image generator producing synthetic visual content, falling outside Annex III high-risk use cases but subject to transparency obligations under Article 50.",False
S102,heldout,decomposed,gemini37f,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system generates synthetic video and audio (deepfakes), which does not fall under prohibited or Annex III high-risk categories but is subject to specific transparency obligations under Article 50.",False
S103,heldout,decomposed,gemini37f,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The generative AI system used to produce synthetic video and audio deepfakes does not fall under Annex I or Annex III intended uses despite criminal misuse, but is subject to transparency requirements under Article 50.",False
S104,heldout,decomposed,gemini37f,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system generates synthetic video and audio content (deepfakes) used in a scam campaign, which falls outside Annex III high-risk use cases but is subject to Art. 50 transparency obligations for generated synthetic media.",False
S105,heldout,decomposed,gemini37f,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","Google's Veo 3 is a general-purpose generative AI model creating synthetic video content, which falls outside Annex III risk areas but triggers transparency obligations under Article 50 for generated deepfake content.",False
S106,heldout,decomposed,gemini37f,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The AI systems involved are general-purpose large language models used for text generation and review assistance, falling outside Annex III high-risk domains and subject to Article 50 transparency requirements.",False
S107,heldout,decomposed,gemini37f,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","ChatGPT is a general-purpose conversational AI generating synthetic text, used here by private attorneys rather than by or on behalf of a judicial authority, subjecting it to Article 50 transparency obligations rather than high-risk classification under Annex III.",False
