model,sample_id,step,reference,prediction,missing,match,final_match
gemini37f,S095,profiling,not_applicable,not_applicable,False,True,False
gemini37f,S095,art50,yes,yes,False,True,False
gemini37f,S096,art5,no,no,False,True,True
gemini37f,S096,annex_i,no,no,False,True,True
gemini37f,S096,annex_iii,none,none,False,True,True
gemini37f,S096,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S096,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S096,art50,yes,yes,False,True,True
gemini37f,S097,art5,no,no,False,True,True
gemini37f,S097,annex_i,no,no,False,True,True
gemini37f,S097,annex_iii,none,none,False,True,True
gemini37f,S097,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S097,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S097,art50,yes,yes,False,True,True
gemini37f,S098,art5,no,no,False,True,True
gemini37f,S098,annex_i,no,no,False,True,True
gemini37f,S098,annex_iii,none,none,False,True,True
gemini37f,S098,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S098,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S098,art50,yes,yes,False,True,True
gemini37f,S099,art5,no,no,False,True,True
gemini37f,S099,annex_i,no,no,False,True,True
gemini37f,S099,annex_iii,none,none,False,True,True
gemini37f,S099,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S099,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S099,art50,yes,yes,False,True,True
gemini37f,S100,art5,no,no,False,True,True
gemini37f,S100,annex_i,no,no,False,True,True
gemini37f,S100,annex_iii,none,none,False,True,True
gemini37f,S100,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S100,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S100,art50,no,no,False,True,True
gemini37f,S101,art5,no,no,False,True,True
gemini37f,S101,annex_i,no,no,False,True,True
gemini37f,S101,annex_iii,none,none,False,True,True
gemini37f,S101,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S101,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S101,art50,yes,yes,False,True,True
gemini37f,S102,art5,no,no,False,True,True
gemini37f,S102,annex_i,no,no,False,True,True
gemini37f,S102,annex_iii,none,none,False,True,True
gemini37f,S102,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S102,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S102,art50,yes,yes,False,True,True
gemini37f,S103,art5,no,no,False,True,True
gemini37f,S103,annex_i,no,no,False,True,True
gemini37f,S103,annex_iii,none,none,False,True,True
gemini37f,S103,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S103,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S103,art50,yes,yes,False,True,True
gemini37f,S104,art5,no,no,False,True,True
gemini37f,S104,annex_i,no,no,False,True,True
gemini37f,S104,annex_iii,none,none,False,True,True
gemini37f,S104,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S104,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S104,art50,yes,yes,False,True,True
gemini37f,S105,art5,no,no,False,True,True
gemini37f,S105,annex_i,no,no,False,True,True
gemini37f,S105,annex_iii,none,none,False,True,True
gemini37f,S105,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S105,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S105,art50,yes,yes,False,True,True
gemini37f,S106,art5,yes,no,False,False,False
gemini37f,S106,annex_i,no,no,False,True,False
gemini37f,S106,annex_iii,none,none,False,True,False
gemini37f,S106,derogation,not_applicable,not_applicable,False,True,False
gemini37f,S106,profiling,not_applicable,not_applicable,False,True,False
gemini37f,S106,art50,yes,yes,False,True,False
gemini37f,S107,art5,no,no,False,True,True
gemini37f,S107,annex_i,no,no,False,True,True
gemini37f,S107,annex_iii,none,none,False,True,True
gemini37f,S107,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S107,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S107,art50,yes,yes,False,True,True
gemini37f,S108,art5,no,no,False,True,True
gemini37f,S108,annex_i,no,no,False,True,True
gemini37f,S108,annex_iii,none,none,False,True,True
gemini37f,S108,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S108,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S108,art50,yes,yes,False,True,True
gemini37f,S109,art5,no,no,False,True,True
gemini37f,S109,annex_i,no,no,False,True,True
gemini37f,S109,annex_iii,none,none,False,True,True
gemini37f,S109,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S109,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S109,art50,yes,yes,False,True,True
gemini37f,S110,art5,no,no,False,True,True
gemini37f,S110,annex_i,unclear,no,False,False,True
gemini37f,S110,annex_iii,none,none,False,True,True
gemini37f,S110,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S110,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S110,art50,yes,yes,False,True,True
gemini37f,S111,art5,no,no,False,True,True
gemini37f,S111,annex_i,no,no,False,True,True
gemini37f,S111,annex_iii,none,none,False,True,True
gemini37f,S111,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S111,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S111,art50,yes,yes,False,True,True
gemini37f,S112,art5,no,no,False,True,True
gemini37f,S112,annex_i,no,no,False,True,True
gemini37f,S112,annex_iii,none,none,False,True,True
gemini37f,S112,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S112,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S112,art50,yes,yes,False,True,True
gemini37f,S113,art5,no,no,False,True,True
gemini37f,S113,annex_i,no,no,False,True,True
gemini37f,S113,annex_iii,none,none,False,True,True
gemini37f,S113,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S113,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S113,art50,yes,yes,False,True,True
gemini37f,S114,art5,no,no,False,True,True
gemini37f,S114,annex_i,no,no,False,True,True
gemini37f,S114,annex_iii,none,none,False,True,True
gemini37f,S114,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S114,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S114,art50,yes,yes,False,True,True
gemini37f,S115,art5,no,no,False,True,True
gemini37f,S115,annex_i,no,no,False,True,True
gemini37f,S115,annex_iii,none,none,False,True,True
gemini37f,S115,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S115,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S115,art50,yes,yes,False,True,True
gemini37f,S116,art5,no,no,False,True,True
gemini37f,S116,annex_i,no,no,False,True,True
gemini37f,S116,annex_iii,none,none,False,True,True
gemini37f,S116,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S116,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S116,art50,yes,yes,False,True,True
gemini37f,S117,art5,no,no,False,True,True
gemini37f,S117,annex_i,no,no,False,True,True
gemini37f,S117,annex_iii,none,none,False,True,True
gemini37f,S117,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S117,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S117,art50,yes,yes,False,True,True
gemini37f,S118,art5,no,no,False,True,True
gemini37f,S118,annex_i,no,no,False,True,True
gemini37f,S118,annex_iii,none,none,False,True,True
gemini37f,S118,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S118,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S118,art50,yes,yes,False,True,True
gemini37f,S119,art5,no,no,False,True,True
gemini37f,S119,annex_i,no,no,False,True,True
gemini37f,S119,annex_iii,none,none,False,True,True
gemini37f,S119,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S119,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S119,art50,yes,yes,False,True,True
gemini37f,S120,art5,no,no,False,True,True
gemini37f,S120,annex_i,no,no,False,True,True
gemini37f,S120,annex_iii,law_enforcement,none,False,False,True
gemini37f,S120,derogation,applies,not_applicable,False,False,True
gemini37f,S120,profiling,no,not_applicable,False,False,True
gemini37f,S120,art50,yes,yes,False,True,True
gemini37f,S121,art5,no,no,False,True,True
gemini37f,S121,annex_i,no,no,False,True,True
gemini37f,S121,annex_iii,none,none,False,True,True
gemini37f,S121,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S121,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S121,art50,yes,yes,False,True,True
gemini37f,S122,art5,no,no,False,True,True
gemini37f,S122,annex_i,no,no,False,True,True
gemini37f,S122,annex_iii,none,none,False,True,True
gemini37f,S122,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S122,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S122,art50,yes,yes,False,True,True
gemini37f,S123,art5,yes,no,False,False,False
gemini37f,S123,annex_i,no,no,False,True,False
gemini37f,S123,annex_iii,biometrics,biometrics,False,True,False
gemini37f,S123,derogation,not_applicable,does_not_apply,False,False,False
gemini37f,S123,profiling,not_applicable,no,False,False,False
gemini37f,S123,art50,no,no,False,True,False
gemini37f,S124,art5,no,no,False,True,True
gemini37f,S124,annex_i,no,no,False,True,True
gemini37f,S124,annex_iii,none,none,False,True,True
gemini37f,S124,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S124,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S124,art50,yes,yes,False,True,True
gemini37f,S125,art5,no,no,False,True,True
gemini37f,S125,annex_i,no,no,False,True,True
gemini37f,S125,annex_iii,none,none,False,True,True
gemini37f,S125,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S125,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S125,art50,yes,yes,False,True,True
gemini37f,S126,art5,no,no,False,True,True
gemini37f,S126,annex_i,no,no,False,True,True
gemini37f,S126,annex_iii,none,none,False,True,True
gemini37f,S126,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S126,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S126,art50,yes,yes,False,True,True
gemini37f,S127,art5,yes,yes,False,True,True
gemini37f,S127,annex_i,no,no,False,True,True
gemini37f,S127,annex_iii,none,none,False,True,True
gemini37f,S127,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S127,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S127,art50,no,no,False,True,True
gemini37f,S128,art5,no,no,False,True,True
gemini37f,S128,annex_i,no,no,False,True,True
gemini37f,S128,annex_iii,none,none,False,True,True
gemini37f,S128,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S128,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S128,art50,yes,yes,False,True,True
gemini37f,S129,art5,no,no,False,True,True
gemini37f,S129,annex_i,no,no,False,True,True
gemini37f,S129,annex_iii,none,none,False,True,True
gemini37f,S129,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S129,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S129,art50,yes,yes,False,True,True
gemini37f,S130,art5,no,no,False,True,True
gemini37f,S130,annex_i,no,no,False,True,True
gemini37f,S130,annex_iii,none,none,False,True,True
gemini37f,S130,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S130,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S130,art50,yes,yes,False,True,True
gemini37f,S131,art5,yes,no,False,False,False
gemini37f,S131,annex_i,no,no,False,True,False
gemini37f,S131,annex_iii,none,none,False,True,False
gemini37f,S131,derogation,not_applicable,not_applicable,False,True,False
gemini37f,S131,profiling,not_applicable,not_applicable,False,True,False
gemini37f,S131,art50,yes,yes,False,True,False
gemini37f,S132,art5,no,no,False,True,True
gemini37f,S132,annex_i,no,no,False,True,True
gemini37f,S132,annex_iii,none,none,False,True,True
gemini37f,S132,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S132,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S132,art50,yes,yes,False,True,True
gemini37f,S133,art5,no,no,False,True,True
gemini37f,S133,annex_i,no,no,False,True,True
gemini37f,S133,annex_iii,none,none,False,True,True
gemini37f,S133,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S133,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S133,art50,yes,yes,False,True,True
gemini37f,S134,art5,no,no,False,True,True
gemini37f,S134,annex_i,no,no,False,True,True
gemini37f,S134,annex_iii,none,none,False,True,True
gemini37f,S134,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S134,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S134,art50,yes,yes,False,True,True
gemini37f,S135,art5,no,no,False,True,True
gemini37f,S135,annex_i,no,no,False,True,True
gemini37f,S135,annex_iii,none,none,False,True,True
gemini37f,S135,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S135,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S135,art50,yes,yes,False,True,True
gemini37f,S136,art5,no,no,False,True,True
gemini37f,S136,annex_i,no,no,False,True,True
gemini37f,S136,annex_iii,none,none,False,True,True
gemini37f,S136,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S136,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S136,art50,yes,yes,False,True,True
gemini37f,S137,art5,no,no,False,True,True
gemini37f,S137,annex_i,no,no,False,True,True
gemini37f,S137,annex_iii,none,none,False,True,True
gemini37f,S137,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S137,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S137,art50,yes,yes,False,True,True
gemini37f,S138,art5,no,no,False,True,True
gemini37f,S138,annex_i,yes,yes,False,True,True
gemini37f,S138,annex_iii,none,none,False,True,True
gemini37f,S138,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S138,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S138,art50,no,no,False,True,True
gemini37f,S139,art5,no,no,False,True,True
gemini37f,S139,annex_i,no,no,False,True,True
gemini37f,S139,annex_iii,none,none,False,True,True
gemini37f,S139,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S139,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S139,art50,yes,yes,False,True,True
gemini37f,S140,art5,no,no,False,True,False
gemini37f,S140,annex_i,unclear,no,False,False,False
gemini37f,S140,annex_iii,unclear,none,False,False,False
gemini37f,S140,derogation,unclear,not_applicable,False,False,False
gemini37f,S140,profiling,unclear,not_applicable,False,False,False
gemini37f,S140,art50,unclear,yes,False,False,False
gemini37f,S141,art5,no,no,False,True,True
gemini37f,S141,annex_i,no,no,False,True,True
gemini37f,S141,annex_iii,none,none,False,True,True
gemini37f,S141,derogation,not_applicable,not_applicable,False,True,True
gemini37f,S141,profiling,not_applicable,not_applicable,False,True,True
gemini37f,S141,art50,yes,yes,False,True,True
gemini37f,S142,art5,no,no,False,True,True
gemini37f,S142,annex_i,yes,yes,False,True,True
